Site,Leaf,Clone,Treatment,ID,Day,Count
Pleaphase,5,12,30C,P24_75_5,18,37
Pleaphase,5,12,30C,P24_75_6,18,54
Pleaphase,5,13,25C,P24_26_1,18,11
Pleaphase,5,13,25C,P24_26_2,18,33
Pleaphase,5,13,25C,P24_26_3,18,19
Pleaphase,5,13,30C,P24_26_4,18,39
Pleaphase,5,13,30C,P24_26_5,18,22
Pleaphase,5,13,30C,P24_26_6,18,28
Pleaphase,5,14,25C,P24_25_1,18,14
Pleaphase,5,14,25C,P24_25_2,18,29
Pleaphase,5,14,25C,P24_25_3,18,39
Pleaphase,5,14,30C,P24_25_4,18,38
Pleaphase,5,14,30C,P24_25_5,18,36
Pleaphase,5,14,30C,P24_25_6,18,17
Pleaphase,6,15,25C,P3_35_1,18,17
Pleaphase,6,15,25C,P3_35_2,18,23
Pleaphase,6,15,25C,P3_35_3,18,9
Pleaphase,6,15,30C,P3_35_4,18,21
Pleaphase,6,15,30C,P3_35_5,18,25
Pleaphase,6,15,30C,P3_35_6,18,14
Pleaphase,6,16,25C,P3_36_1,18,20
Pleaphase,6,16,25C,P3_36_2,18,23
Pleaphase,6,16,25C,P3_36_3,18,19
Pleaphase,6,16,30C,P3_36_4,18,16
Pleaphase,6,16,30C,P3_36_5,18,25
Pleaphase,6,16,30C,P3_36_6,18,35
Pleaphase,6,17,25C,P3_37_1,18,23
Pleaphase,6,17,25C,P3_37_2,18,20
Pleaphase,6,17,25C,P3_37_3,18,28
Pleaphase,6,17,30C,P3_37_4,18,45
Pleaphase,6,17,30C,P3_37_5,18,25
Pleaphase,6,17,30C,P3_37_6,18,9
Crystal,1,1,25C,C23_1_1,21,11
Crystal,1,1,25C,C23_1_2,21,16
Crystal,1,1,25C,C23_1_3,21,13
Crystal,1,1,30C,C23_1_4,21,3
Crystal,1,1,30C,C23_1_5,21,18
Crystal,1,1,30C,C23_1_6,21,34
Crystal,1,2,25C,C23_2_1,21,10
Crystal,1,2,25C,C23_2_2,21,11
Crystal,1,2,25C,C23_2_3,21,24
Crystal,1,2,30C,C23_2_4,21,43
Crystal,1,2,30C,C23_2_5,21,11
Crystal,1,2,30C,C23_2_6,21,23
Crystal,2,3,25C,C7_17_1,21,12
Crystal,2,3,25C,C7_17_2,21,26
Crystal,2,3,25C,C7_17_3,21,25
Crystal,2,3,30C,C7_17_4,21,41
Crystal,2,3,30C,C7_17_5,21,42
Crystal,2,3,30C,C7_17_6,21,32
Crystal,2,4,25C,C7_18_1,21,18
Crystal,2,4,25C,C7_18_2,21,15
Crystal,2,4,25C,C7_18_3,21,17
Crystal,2,4,30C,C7_18_4,21,32
Crystal,2,4,30C,C7_18_5,21,53
Crystal,2,4,30C,C7_18_6,21,7
Crystal,2,5,25C,C7_19_1,21,26
Crystal,2,5,25C,C7_19_2,21,20
Crystal,2,5,25C,C7_19_3,21,22
Crystal,2,5,30C,C7_19_4,21,70
Crystal,2,5,30C,C7_19_5,21,45
Crystal,2,5,30C,C7_19_6,21,37
Crystal,3,6,25C,C36_72_1,21,22
Crystal,3,6,25C,C36_72_2,21,13
Crystal,3,6,25C,C36_72_3,21,27
Crystal,3,6,30C,C36_72_4,21,53
Crystal,3,6,30C,C36_72_5,21,19
Crystal,3,6,30C,C36_72_6,21,40
Crystal,3,7,25C,C36_73_1,21,17
Crystal,3,7,25C,C36_73_2,21,16
Crystal,3,7,25C,C36_73_3,21,9
Crystal,3,7,30C,C36_73_4,21,66
Crystal,3,7,30C,C36_73_5,21,28
Crystal,3,7,30C,C36_73_6,21,28
Crystal,3,8,25C,C36_74_1,21,42
Crystal,3,8,25C,C36_74_2,21,58
Crystal,3,8,25C,C36_74_3,21,7
Crystal,3,8,30C,C36_74_4,21,27
Crystal,3,8,30C,C36_74_5,21,62
Crystal,3,8,30C,C36_74_6,21,80
Pleaphase,4,9,25C,P36_39_1,21,21
Pleaphase,4,9,25C,P36_39_2,21,17
Pleaphase,4,9,25C,P36_39_3,21,19
Pleaphase,4,9,30C,P36_39_4,21,16
Pleaphase,4,9,30C,P36_39_5,21,22
Pleaphase,4,9,30C,P36_39_6,21,11
Pleaphase,4,10,25C,P36_40_1,21,24
Pleaphase,4,10,25C,P36_40_2,21,8
Pleaphase,4,10,25C,P36_40_3,21,43
Pleaphase,4,10,30C,P36_40_4,21,18
Pleaphase,4,10,30C,P36_40_5,21,31
Pleaphase,4,10,30C,P36_40_6,21,26
Pleaphase,4,11,25C,P36_42_1,21,15
Pleaphase,4,11,25C,P36_42_2,21,28
Pleaphase,4,11,25C,P36_42_3,21,14
Pleaphase,4,11,30C,P36_42_4,21,29
Pleaphase,4,11,30C,P36_42_5,21,34
Pleaphase,4,11,30C,P36_42_6,21,21
Pleaphase,5,12,25C,P24_75_1,21,5
Pleaphase,5,12,25C,P24_75_2,21,27
Pleaphase,5,12,25C,P24_75_3,21,47
Pleaphase,5,12,30C,P24_75_4,21,41
Pleaphase,5,12,30C,P24_75_5,21,29
Pleaphase,5,12,30C,P24_75_6,21,29
Pleaphase,5,13,25C,P24_26_1,21,19
Pleaphase,5,13,25C,P24_26_2,21,11
Pleaphase,5,13,25C,P24_26_3,21,14
Pleaphase,5,13,30C,P24_26_4,21,62
Pleaphase,5,13,30C,P24_26_5,21,47
Pleaphase,5,13,30C,P24_26_6,21,63
Pleaphase,5,14,25C,P24_25_1,21,23
Pleaphase,5,14,25C,P24_25_2,21,38
Pleaphase,5,14,25C,P24_25_3,21,25
Pleaphase,5,14,30C,P24_25_4,21,28
Pleaphase,5,14,30C,P24_25_5,21,19
Pleaphase,5,14,30C,P24_25_6,21,26
Pleaphase,6,15,25C,P3_35_1,21,20
Pleaphase,6,15,25C,P3_35_2,21,10
Pleaphase,6,15,25C,P3_35_3,21,14
Pleaphase,6,15,30C,P3_35_4,21,19
Pleaphase,6,15,30C,P3_35_5,21,14
Pleaphase,6,15,30C,P3_35_6,21,13
Pleaphase,6,16,25C,P3_36_1,21,31
Pleaphase,6,16,25C,P3_36_2,21,20
Pleaphase,6,16,25C,P3_36_3,21,29
Pleaphase,6,16,30C,P3_36_4,21,10
Pleaphase,6,16,30C,P3_36_5,21,32
Pleaphase,6,16,30C,P3_36_6,21,48
Pleaphase,6,17,25C,P3_37_1,21,28
Pleaphase,6,17,25C,P3_37_2,21,24
Pleaphase,6,17,25C,P3_37_3,21,24
Pleaphase,6,17,30C,P3_37_4,21,22
Pleaphase,6,17,30C,P3_37_5,21,51
Pleaphase,6,17,30C,P3_37_6,21,31
Crystal,1,1,25C,C23_1_1,24,30
Crystal,1,1,25C,C23_1_2,24,31
Crystal,1,1,25C,C23_1_3,24,33
Crystal,1,1,30C,C23_1_4,24,37
Crystal,1,1,30C,C23_1_5,24,99
Crystal,1,1,30C,C23_1_6,24,36
Crystal,1,2,25C,C23_2_1,24,18
Crystal,1,2,25C,C23_2_2,24,12
Crystal,1,2,25C,C23_2_3,24,25
Crystal,1,2,30C,C23_2_4,24,100
Crystal,1,2,30C,C23_2_5,24,17
Crystal,1,2,30C,C23_2_6,24,33
Crystal,2,3,25C,C7_17_1,24,39
Crystal,2,3,25C,C7_17_2,24,32
Crystal,2,3,25C,C7_17_3,24,44
Crystal,2,3,30C,C7_17_4,24,26
Crystal,2,3,30C,C7_17_5,24,90
Crystal,2,3,30C,C7_17_6,24,56
Crystal,2,4,25C,C7_18_1,24,27
Crystal,2,4,25C,C7_18_2,24,25
Crystal,2,4,25C,C7_18_3,24,57
Crystal,2,4,30C,C7_18_4,24,46
Crystal,2,4,30C,C7_18_5,24,35
Crystal,2,4,30C,C7_18_6,24,22
Crystal,2,5,25C,C7_19_1,24,34
Crystal,2,5,25C,C7_19_2,24,26
Crystal,2,5,25C,C7_19_3,24,41
Crystal,2,5,30C,C7_19_4,24,51
Crystal,2,5,30C,C7_19_5,24,55
Crystal,2,5,30C,C7_19_6,24,59
Crystal,3,6,25C,C36_72_1,24,29
Crystal,3,6,25C,C36_72_2,24,22
Crystal,3,6,25C,C36_72_3,24,25
Crystal,3,6,30C,C36_72_4,24,87
Crystal,3,6,30C,C36_72_5,24,21
Crystal,3,6,30C,C36_72_6,24,50
Crystal,3,7,25C,C36_73_1,24,6
Crystal,3,7,25C,C36_73_2,24,14
Crystal,3,7,25C,C36_73_3,24,15
Crystal,3,7,30C,C36_73_4,24,28
Crystal,3,7,30C,C36_73_5,24,62
Crystal,3,7,30C,C36_73_6,24,25
Crystal,3,8,25C,C36_74_1,24,26
Crystal,3,8,25C,C36_74_2,24,51
Crystal,3,8,25C,C36_74_3,24,15
Crystal,3,8,30C,C36_74_4,24,43
Crystal,3,8,30C,C36_74_5,24,15
Crystal,3,8,30C,C36_74_6,24,104
Pleaphase,4,9,25C,P36_39_1,24,26
Pleaphase,4,9,25C,P36_39_2,24,22
Pleaphase,4,9,25C,P36_39_3,24,37
Pleaphase,4,9,30C,P36_39_4,24,17
Pleaphase,4,9,30C,P36_39_5,24,31
Pleaphase,4,9,30C,P36_39_6,24,19
Pleaphase,4,10,25C,P36_40_1,24,27
Pleaphase,4,10,25C,P36_40_2,24,34
Pleaphase,4,10,25C,P36_40_3,24,52
Pleaphase,4,10,30C,P36_40_4,24,68
Pleaphase,4,10,30C,P36_40_5,24,23
Pleaphase,4,10,30C,P36_40_6,24,35
Pleaphase,4,11,25C,P36_42_1,24,20
Pleaphase,4,11,25C,P36_42_2,24,33
Pleaphase,4,11,25C,P36_42_3,24,18
Pleaphase,4,11,30C,P36_42_4,24,35
Pleaphase,4,11,30C,P36_42_5,24,43
Pleaphase,4,11,30C,P36_42_6,24,14
Pleaphase,5,12,25C,P24_75_1,24,44
Pleaphase,5,12,25C,P24_75_2,24,27
Pleaphase,5,12,25C,P24_75_3,24,49
Pleaphase,5,12,30C,P24_75_4,24,31
Pleaphase,5,12,30C,P24_75_5,24,28
Pleaphase,5,12,30C,P24_75_6,24,35
Pleaphase,5,13,25C,P24_26_1,24,19
Pleaphase,5,13,25C,P24_26_2,24,38
Pleaphase,5,13,25C,P24_26_3,24,33
Pleaphase,5,13,30C,P24_26_4,24,34
Pleaphase,5,13,30C,P24_26_5,24,72
Pleaphase,5,13,30C,P24_26_6,24,36
Pleaphase,5,14,25C,P24_25_1,24,39
Pleaphase,5,14,25C,P24_25_2,24,31
Pleaphase,5,14,25C,P24_25_3,24,52
Pleaphase,5,14,30C,P24_25_4,24,44
Pleaphase,5,14,30C,P24_25_5,24,26
Pleaphase,5,14,30C,P24_25_6,24,35
Pleaphase,6,15,25C,P3_35_1,24,10
Pleaphase,6,15,25C,P3_35_2,24,18
Pleaphase,6,15,25C,P3_35_3,24,8
Pleaphase,6,15,30C,P3_35_4,24,25
Pleaphase,6,15,30C,P3_35_5,24,22
Pleaphase,6,15,30C,P3_35_6,24,15
Pleaphase,6,16,25C,P3_36_1,24,26
Pleaphase,6,16,25C,P3_36_2,24,22
Pleaphase,6,16,25C,P3_36_3,24,46
Pleaphase,6,16,30C,P3_36_4,24,24
Pleaphase,6,16,30C,P3_36_5,24,28
Pleaphase,6,16,30C,P3_36_6,24,81
Pleaphase,6,17,25C,P3_37_1,24,44
Pleaphase,6,17,25C,P3_37_2,24,18
Pleaphase,6,17,25C,P3_37_3,24,21
Pleaphase,6,17,30C,P3_37_4,24,18
Pleaphase,6,17,30C,P3_37_5,24,15
Pleaphase,6,17,30C,P3_37_6,24,41
Crystal,1,1,25C,C23_1_1,27,22
Crystal,1,1,25C,C23_1_2,27,53
Crystal,1,1,25C,C23_1_3,27,18
Crystal,1,1,30C,C23_1_4,27,35
Crystal,1,1,30C,C23_1_5,27,24
Crystal,1,1,30C,C23_1_6,27,20
Crystal,1,2,25C,C23_2_1,27,18
Crystal,1,2,25C,C23_2_2,27,14
Crystal,1,2,25C,C23_2_3,27,36
Crystal,1,2,30C,C23_2_4,27,10
Crystal,1,2,30C,C23_2_5,27,14
Crystal,1,2,30C,C23_2_6,27,24
Crystal,2,3,25C,C7_17_1,27,24
Crystal,2,3,25C,C7_17_2,27,59
Crystal,2,3,25C,C7_17_3,27,51
Crystal,2,3,30C,C7_17_4,27,20
Crystal,2,3,30C,C7_17_5,27,45
Crystal,2,3,30C,C7_17_6,27,62
Crystal,2,4,25C,C7_18_1,27,45
Crystal,2,4,25C,C7_18_2,27,29
Crystal,2,4,25C,C7_18_3,27,44
Crystal,2,4,30C,C7_18_4,27,39
Crystal,2,4,30C,C7_18_5,27,70
Crystal,2,4,30C,C7_18_6,27,35
Crystal,2,5,25C,C7_19_1,27,43
Crystal,2,5,25C,C7_19_2,27,38
Crystal,2,5,25C,C7_19_3,27,23
Crystal,2,5,30C,C7_19_4,27,52
Crystal,2,5,30C,C7_19_5,27,24
Crystal,2,5,30C,C7_19_6,27,56
Crystal,3,6,25C,C36_72_1,27,25
Crystal,3,6,25C,C36_72_2,27,35
Crystal,3,6,25C,C36_72_3,27,49
Crystal,3,6,30C,C36_72_4,27,33
Crystal,3,6,30C,C36_72_5,27,14
Crystal,3,6,30C,C36_72_6,27,30
Crystal,3,7,25C,C36_73_1,27,40
Crystal,3,7,25C,C36_73_2,27,43
Crystal,3,7,25C,C36_73_3,27,33
Crystal,3,7,30C,C36_73_4,27,21
Crystal,3,7,30C,C36_73_5,27,19
Crystal,3,7,30C,C36_73_6,27,42
Crystal,3,8,25C,C36_74_1,27,29
Crystal,3,8,25C,C36_74_2,27,35
Crystal,3,8,25C,C36_74_3,27,16
Crystal,3,8,30C,C36_74_4,27,57
Crystal,3,8,30C,C36_74_5,27,46
Crystal,3,8,30C,C36_74_6,27,36
Pleaphase,4,9,25C,P36_39_1,27,23
Pleaphase,4,9,25C,P36_39_2,27,37
Pleaphase,4,9,25C,P36_39_3,27,49
Pleaphase,4,9,30C,P36_39_4,27,24
Pleaphase,4,9,30C,P36_39_5,27,27
Pleaphase,4,9,30C,P36_39_6,27,34
Pleaphase,4,10,25C,P36_40_1,27,59
Pleaphase,4,10,25C,P36_40_2,27,42
Pleaphase,4,10,25C,P36_40_3,27,30
Pleaphase,4,10,30C,P36_40_4,27,43
Pleaphase,4,10,30C,P36_40_5,27,34
Pleaphase,4,10,30C,P36_40_6,27,51
Pleaphase,4,11,25C,P36_42_1,27,37
Pleaphase,4,11,25C,P36_42_2,27,52
Pleaphase,4,11,25C,P36_42_3,27,65
Pleaphase,4,11,30C,P36_42_4,27,43
Pleaphase,4,11,30C,P36_42_5,27,29
Pleaphase,4,11,30C,P36_42_6,27,40
Pleaphase,5,12,25C,P24_75_1,27,48
Pleaphase,5,12,25C,P24_75_2,27,53
Pleaphase,5,12,25C,P24_75_3,27,66
Pleaphase,5,12,30C,P24_75_4,27,32
Pleaphase,5,12,30C,P24_75_5,27,42
Pleaphase,5,12,30C,P24_75_6,27,40
Pleaphase,5,13,25C,P24_26_1,27,29
Pleaphase,5,13,25C,P24_26_2,27,34
Pleaphase,5,13,25C,P24_26_3,27,51
Pleaphase,5,13,30C,P24_26_4,27,48
Pleaphase,5,13,30C,P24_26_5,27,27
Pleaphase,5,13,30C,P24_26_6,27,54
Pleaphase,5,14,25C,P24_25_1,27,60
Pleaphase,5,14,25C,P24_25_2,27,32
Pleaphase,5,14,25C,P24_25_3,27,66
Pleaphase,5,14,30C,P24_25_4,27,21
Pleaphase,5,14,30C,P24_25_5,27,70
Pleaphase,5,14,30C,P24_25_6,27,34
Pleaphase,6,15,25C,P3_35_1,27,31
Pleaphase,6,15,25C,P3_35_2,27,29
Pleaphase,6,15,25C,P3_35_3,27,30
Pleaphase,6,15,30C,P3_35_4,27,45
Pleaphase,6,15,30C,P3_35_5,27,23
Pleaphase,6,15,30C,P3_35_6,27,21
Pleaphase,6,16,25C,P3_36_1,27,66
Pleaphase,6,16,25C,P3_36_2,27,48
Pleaphase,6,16,25C,P3_36_3,27,62
Pleaphase,6,16,30C,P3_36_4,27,26
Pleaphase,6,16,30C,P3_36_5,27,39
Pleaphase,6,16,30C,P3_36_6,27,66
Pleaphase,6,17,25C,P3_37_1,27,56
Pleaphase,6,17,25C,P3_37_2,27,52
Pleaphase,6,17,25C,P3_37_3,27,45
Pleaphase,6,17,30C,P3_37_4,27,48
Pleaphase,6,17,30C,P3_37_5,27,53
Pleaphase,6,17,30C,P3_37_6,27,44
Crystal,1,1,25C,C23_1_1,30,41
Crystal,1,1,25C,C23_1_2,30,47
Crystal,1,1,25C,C23_1_3,30,28
Crystal,1,1,30C,C23_1_4,30,37
Crystal,1,1,30C,C23_1_5,30,48
Crystal,1,1,30C,C23_1_6,30,61
Crystal,1,2,25C,C23_2_1,30,34
Crystal,1,2,25C,C23_2_2,30,24
Crystal,1,2,25C,C23_2_3,30,29
Crystal,1,2,30C,C23_2_4,30,32
Crystal,1,2,30C,C23_2_5,30,16
Crystal,1,2,30C,C23_2_6,30,44
Crystal,2,3,25C,C7_17_1,30,43
Crystal,2,3,25C,C7_17_2,30,41
Crystal,2,3,25C,C7_17_3,30,31
Crystal,2,3,30C,C7_17_4,30,37
Crystal,2,3,30C,C7_17_5,30,40
Crystal,2,3,30C,C7_17_6,30,58
Crystal,2,4,25C,C7_18_1,30,42
Crystal,2,4,25C,C7_18_2,30,25
Crystal,2,4,25C,C7_18_3,30,43
Crystal,2,4,30C,C7_18_4,30,46
Crystal,2,4,30C,C7_18_5,30,59
Crystal,2,4,30C,C7_18_6,30,38
Crystal,2,5,25C,C7_19_1,30,38
Crystal,2,5,25C,C7_19_2,30,28
Crystal,2,5,25C,C7_19_3,30,40
Crystal,2,5,30C,C7_19_4,30,19
Crystal,2,5,30C,C7_19_5,30,39
Crystal,2,5,30C,C7_19_6,30,64
Crystal,3,6,25C,C36_72_1,30,29
Crystal,3,6,25C,C36_72_2,30,9
Crystal,3,6,25C,C36_72_3,30,58
Crystal,3,6,30C,C36_72_4,30,30
Crystal,3,6,30C,C36_72_5,30,13
Crystal,3,6,30C,C36_72_6,30,20
Crystal,3,7,25C,C36_73_1,30,28
Crystal,3,7,25C,C36_73_2,30,15
Crystal,3,7,25C,C36_73_3,30,32
Crystal,3,7,30C,C36_73_4,30,55
Crystal,3,7,30C,C36_73_5,30,50
Crystal,3,7,30C,C36_73_6,30,42
Crystal,3,8,25C,C36_74_1,30,46
Crystal,3,8,25C,C36_74_2,30,39
Crystal,3,8,25C,C36_74_3,30,15
Crystal,3,8,30C,C36_74_4,30,32
Crystal,3,8,30C,C36_74_5,30,55
Crystal,3,8,30C,C36_74_6,30,49
Pleaphase,4,9,25C,P36_39_1,30,23
Pleaphase,4,9,25C,P36_39_2,30,33
Pleaphase,4,9,25C,P36_39_3,30,44
Pleaphase,4,9,30C,P36_39_4,30,19
Pleaphase,4,9,30C,P36_39_5,30,30
Pleaphase,4,9,30C,P36_39_6,30,34
Pleaphase,4,10,25C,P36_40_1,30,51
Pleaphase,4,10,25C,P36_40_2,30,36
Pleaphase,4,10,25C,P36_40_3,30,29
Pleaphase,4,10,30C,P36_40_4,30,84
Pleaphase,4,10,30C,P36_40_5,30,37
Pleaphase,4,10,30C,P36_40_6,30,59
Pleaphase,4,11,25C,P36_42_1,30,25
Pleaphase,4,11,25C,P36_42_2,30,32
Pleaphase,4,11,25C,P36_42_3,30,31
Pleaphase,4,11,30C,P36_42_4,30,26
Pleaphase,4,11,30C,P36_42_5,30,36
Pleaphase,4,11,30C,P36_42_6,30,32
Pleaphase,5,12,25C,P24_75_1,30,49
Pleaphase,5,12,25C,P24_75_2,30,45
Pleaphase,5,12,25C,P24_75_3,30,20
Pleaphase,5,12,30C,P24_75_4,30,31
Pleaphase,5,12,30C,P24_75_5,30,35
Pleaphase,5,12,30C,P24_75_6,30,89
Pleaphase,5,13,25C,P24_26_1,30,19
Pleaphase,5,13,25C,P24_26_2,30,44
Pleaphase,5,13,25C,P24_26_3,30,32
Pleaphase,5,13,30C,P24_26_4,30,56
Pleaphase,5,13,30C,P24_26_5,30,69
Pleaphase,5,13,30C,P24_26_6,30,89
Pleaphase,5,14,25C,P24_25_1,30,22
Pleaphase,5,14,25C,P24_25_2,30,46
Pleaphase,5,14,25C,P24_25_3,30,56
Pleaphase,5,14,30C,P24_25_4,30,58
Pleaphase,5,14,30C,P24_25_5,30,36
Pleaphase,5,14,30C,P24_25_6,30,30
Pleaphase,6,15,25C,P3_35_1,30,22
Pleaphase,6,15,25C,P3_35_2,30,38
Pleaphase,6,15,25C,P3_35_3,30,27
Pleaphase,6,15,30C,P3_35_4,30,51
Pleaphase,6,15,30C,P3_35_5,30,13
Pleaphase,6,15,30C,P3_35_6,30,42
Pleaphase,6,16,25C,P3_36_1,30,43
Pleaphase,6,16,25C,P3_36_2,30,39
Pleaphase,6,16,25C,P3_36_3,30,28
Pleaphase,6,16,30C,P3_36_4,30,34
Pleaphase,6,16,30C,P3_36_5,30,56
Pleaphase,6,16,30C,P3_36_6,30,80
Pleaphase,6,17,25C,P3_37_1,30,44
Pleaphase,6,17,25C,P3_37_2,30,23
Pleaphase,6,17,25C,P3_37_3,30,48
Pleaphase,6,17,30C,P3_37_4,30,57
Pleaphase,6,17,30C,P3_37_5,30,34
Pleaphase,6,17,30C,P3_37_6,30,49
Crystal,1,1,25C,C23_1_1,33,29
Crystal,1,1,25C,C23_1_2,33,91
Crystal,1,1,25C,C23_1_3,33,71
Crystal,1,1,30C,C23_1_4,33,19
Crystal,1,1,30C,C23_1_5,33,17
Crystal,1,1,30C,C23_1_6,33,31
Crystal,1,2,25C,C23_2_1,33,60
Crystal,1,2,25C,C23_2_2,33,70
Crystal,1,2,25C,C23_2_3,33,55
Crystal,1,2,30C,C23_2_4,33,23
Crystal,1,2,30C,C23_2_5,33,7
Crystal,1,2,30C,C23_2_6,33,55
Crystal,2,3,25C,C7_17_1,33,63
Crystal,2,3,25C,C7_17_2,33,62
Crystal,2,3,25C,C7_17_3,33,63
Crystal,2,3,30C,C7_17_4,33,36
Crystal,2,3,30C,C7_17_5,33,68
Crystal,2,3,30C,C7_17_6,33,36
Crystal,2,4,25C,C7_18_1,33,88
Crystal,2,4,25C,C7_18_2,33,66
Crystal,2,4,25C,C7_18_3,33,113
Crystal,2,4,30C,C7_18_4,33,77
Crystal,2,4,30C,C7_18_5,33,55
Crystal,2,4,30C,C7_18_6,33,32
Crystal,2,5,25C,C7_19_1,33,52
Crystal,2,5,25C,C7_19_2,33,77
Crystal,2,5,25C,C7_19_3,33,45
Crystal,2,5,30C,C7_19_4,33,48
Crystal,2,5,30C,C7_19_5,33,35
Crystal,2,5,30C,C7_19_6,33,52
Crystal,3,6,25C,C36_72_1,33,56
Crystal,3,6,25C,C36_72_2,33,88
Crystal,3,6,25C,C36_72_3,33,95
Crystal,3,6,30C,C36_72_4,33,17
Crystal,3,6,30C,C36_72_5,33,13
Crystal,3,6,30C,C36_72_6,33,31
Crystal,3,7,25C,C36_73_1,33,110
Crystal,3,7,25C,C36_73_2,33,64
Crystal,3,7,25C,C36_73_3,33,50
Crystal,3,7,30C,C36_73_4,33,44
Crystal,3,7,30C,C36_73_5,33,50
Crystal,3,7,30C,C36_73_6,33,38
Crystal,3,8,25C,C36_74_1,33,61
Crystal,3,8,25C,C36_74_2,33,72
Crystal,3,8,25C,C36_74_3,33,55
Crystal,3,8,30C,C36_74_4,33,29
Crystal,3,8,30C,C36_74_5,33,38
Crystal,3,8,30C,C36_74_6,33,54
Pleaphase,4,9,25C,P36_39_1,33,53
Pleaphase,4,9,25C,P36_39_2,33,47
Pleaphase,4,9,25C,P36_39_3,33,58
Pleaphase,4,9,30C,P36_39_4,33,18
Pleaphase,4,9,30C,P36_39_5,33,92
Pleaphase,4,9,30C,P36_39_6,33,52
Pleaphase,4,10,25C,P36_40_1,33,49
Pleaphase,4,10,25C,P36_40_2,33,75
Pleaphase,4,10,25C,P36_40_3,33,64
Pleaphase,4,10,30C,P36_40_4,33,33
Pleaphase,4,10,30C,P36_40_5,33,39
Pleaphase,4,10,30C,P36_40_6,33,55
Pleaphase,4,11,25C,P36_42_1,33,80
Pleaphase,4,11,25C,P36_42_2,33,71
Pleaphase,4,11,25C,P36_42_3,33,75
Pleaphase,4,11,30C,P36_42_4,33,43
Pleaphase,4,11,30C,P36_42_5,33,42
Pleaphase,4,11,30C,P36_42_6,33,19
Pleaphase,5,12,25C,P24_75_1,33,96
Pleaphase,5,12,25C,P24_75_2,33,67
Pleaphase,5,12,25C,P24_75_3,33,38
Pleaphase,5,12,30C,P24_75_4,33,37
Pleaphase,5,12,30C,P24_75_5,33,26
Pleaphase,5,12,30C,P24_75_6,33,37
Pleaphase,5,13,25C,P24_26_1,33,54
Pleaphase,5,13,25C,P24_26_2,33,49
Pleaphase,5,13,25C,P24_26_3,33,56
Pleaphase,5,13,30C,P24_26_4,33,33
Pleaphase,5,13,30C,P24_26_5,33,38
Pleaphase,5,13,30C,P24_26_6,33,42
Pleaphase,5,14,25C,P24_25_1,33,76
Pleaphase,5,14,25C,P24_25_2,33,89
Pleaphase,5,14,25C,P24_25_3,33,46
Pleaphase,5,14,30C,P24_25_4,33,62
Pleaphase,5,14,30C,P24_25_5,33,31
Pleaphase,5,14,30C,P24_25_6,33,23
Pleaphase,6,15,25C,P3_35_1,33,54
Pleaphase,6,15,25C,P3_35_2,33,75
Pleaphase,6,15,25C,P3_35_3,33,47
Pleaphase,6,15,30C,P3_35_4,33,33
Pleaphase,6,15,30C,P3_35_5,33,22
Pleaphase,6,15,30C,P3_35_6,33,42
Pleaphase,6,16,25C,P3_36_1,33,70
Pleaphase,6,16,25C,P3_36_2,33,67
Pleaphase,6,16,25C,P3_36_3,33,74
Pleaphase,6,16,30C,P3_36_4,33,44
Pleaphase,6,16,30C,P3_36_5,33,66
Pleaphase,6,16,30C,P3_36_6,33,41
Pleaphase,6,17,25C,P3_37_1,33,67
Pleaphase,6,17,25C,P3_37_2,33,68
Pleaphase,6,17,25C,P3_37_3,33,60
Pleaphase,6,17,30C,P3_37_4,33,41
Pleaphase,6,17,30C,P3_37_5,33,39
Pleaphase,6,17,30C,P3_37_6,33,38
Crystal,1,1,25C,C23_1_1,36,51
Crystal,1,1,25C,C23_1_2,36,53
Crystal,1,1,25C,C23_1_3,36,55
Crystal,1,1,30C,C23_1_4,36,39
Crystal,1,1,30C,C23_1_5,36,49
Crystal,1,1,30C,C23_1_6,36,36
Crystal,1,2,25C,C23_2_1,36,30
Crystal,1,2,25C,C23_2_2,36,37
Crystal,1,2,25C,C23_2_3,36,64
Crystal,1,2,30C,C23_2_4,36,25
Crystal,1,2,30C,C23_2_5,36,29
Crystal,1,2,30C,C23_2_6,36,26
Crystal,2,3,25C,C7_17_1,36,77
Crystal,2,3,25C,C7_17_2,36,67
Crystal,2,3,25C,C7_17_3,36,56
Crystal,2,3,30C,C7_17_4,36,44
Crystal,2,3,30C,C7_17_5,36,58
Crystal,2,3,30C,C7_17_6,36,39
Crystal,2,4,25C,C7_18_1,36,80
Crystal,2,4,25C,C7_18_2,36,71
Crystal,2,4,25C,C7_18_3,36,70
Crystal,2,4,30C,C7_18_4,36,98
Crystal,2,4,30C,C7_18_5,36,77
Crystal,2,4,30C,C7_18_6,36,52
Crystal,2,5,25C,C7_19_1,36,65
Crystal,2,5,25C,C7_19_2,36,69
Crystal,2,5,25C,C7_19_3,36,85
Crystal,2,5,30C,C7_19_4,36,55
Crystal,2,5,30C,C7_19_5,36,47
Crystal,2,5,30C,C7_19_6,36,71
Crystal,3,6,25C,C36_72_1,36,51
Crystal,3,6,25C,C36_72_2,36,54
Crystal,3,6,25C,C36_72_3,36,53
Crystal,3,6,30C,C36_72_4,36,39
Crystal,3,6,30C,C36_72_5,36,49
Crystal,3,6,30C,C36_72_6,36,53
Crystal,3,7,25C,C36_73_1,36,69
Crystal,3,7,25C,C36_73_2,36,71
Crystal,3,7,25C,C36_73_3,36,53
