ID,count
C23,21
C23,9
C23,6
C23,0
C23,153
C27,72
C27,36
C27,18
C27,33
C27,78
C28,0
C28,192
C28,0
C28,0
C28,0
C7,45
C7,0
C7,3
C7,51
C7,84
C49,12
C49,15
C49,6
C49,6
P24,21
P24,12
P24,0
P24,9
P27,96
P27,12
P27,0
P27,33
P27,18
P3,54
P3,12
P3,3
P3,63
P3,0
P36,0
P36,6
P36,57
P36,51
P36,48
P8,72
P8,6
P8,9
P8,30
T1,12
T1,45
T1,24
T1,9
T1,6
