"day","evolvedTemp","currentTemp","competition","species","treatID","repNum","repID","singlePass","fullSlide","passConvert","count","hour"
2.5,"25","25","FALSE","protist","HP","10","E",77,NA,523.6,523.6,60
2.5,"25","30","FALSE","protist","NP","10","F",45,NA,306,306,60
2.5,"25","25","TRUE","protist","E25HRP","10","G",121,NA,822.8,822.8,60
2.5,"25","30","TRUE","protist","E25NRP","10","H",89,NA,605.2,605.2,60
2.5,"30","30","TRUE","protist","E30HRP","10","I",93,NA,632.4,632.4,60
2.5,"30","25","TRUE","protist","E30NRP","10","J",102,NA,693.6,693.6,60
3.5,"25","25","FALSE","protist","HP","1","E",211,NA,1434.8,1434.8,84
3.5,"25","30","FALSE","protist","NP","1","F",104,NA,707.2,707.2,84
3.5,"25","25","TRUE","protist","E25HRP","1","G",79,NA,537.2,537.2,84
3.5,"25","30","TRUE","protist","E25NRP","1","H",129,NA,877.2,877.2,84
3.5,"30","30","TRUE","protist","E30HRP","1","I",180,NA,1224,1224,84
3.5,"30","25","TRUE","protist","E30NRP","1","J",101,NA,686.8,686.8,84
3.5,"25","25","FALSE","protist","HP","2","E",35,NA,238,238,84
3.5,"25","30","FALSE","protist","NP","2","F",111,NA,754.8,754.8,84
3.5,"25","25","TRUE","protist","E25HRP","2","G",164,NA,1115.2,1115.2,84
3.5,"25","30","TRUE","protist","E25NRP","2","H",140,NA,952,952,84
3.5,"30","30","TRUE","protist","E30HRP","2","I",94,NA,639.2,639.2,84
3.5,"30","25","TRUE","protist","E30NRP","2","J",82,NA,557.6,557.6,84
3.5,"25","25","FALSE","protist","HP","3","E",67,NA,455.6,455.6,84
3.5,"25","30","FALSE","protist","NP","3","F",124,NA,843.2,843.2,84
3.5,"25","25","TRUE","protist","E25HRP","3","G",108,NA,734.4,734.4,84
3.5,"25","30","TRUE","protist","E25NRP","3","H",139,NA,945.2,945.2,84
3.5,"30","30","TRUE","protist","E30HRP","3","I",103,NA,700.4,700.4,84
3.5,"30","25","TRUE","protist","E30NRP","3","J",142,NA,965.6,965.6,84
3.5,"25","25","FALSE","protist","HP","4","E",95,NA,646,646,84
3.5,"25","30","FALSE","protist","NP","4","F",113,NA,768.4,768.4,84
3.5,"25","25","TRUE","protist","E25HRP","4","G",78,NA,530.4,530.4,84
3.5,"25","30","TRUE","protist","E25NRP","4","H",96,NA,652.8,652.8,84
3.5,"30","30","TRUE","protist","E30HRP","4","I",117,NA,795.6,795.6,84
3.5,"30","25","TRUE","protist","E30NRP","4","J",72,NA,489.6,489.6,84
3.5,"25","25","FALSE","protist","HP","5","E",104,NA,707.2,707.2,84
3.5,"25","30","FALSE","protist","NP","5","F",89,NA,605.2,605.2,84
3.5,"25","25","TRUE","protist","E25HRP","5","G",60,NA,408,408,84
3.5,"25","30","TRUE","protist","E25NRP","5","H",108,NA,734.4,734.4,84
3.5,"30","30","TRUE","protist","E30HRP","5","I",117,NA,795.6,795.6,84
3.5,"30","25","TRUE","protist","E30NRP","5","J",58,NA,394.4,394.4,84
3.5,"25","25","FALSE","protist","HP","6","E",144,NA,979.2,979.2,84
3.5,"25","30","FALSE","protist","NP","6","F",183,NA,1244.4,1244.4,84
3.5,"25","25","TRUE","protist","E25HRP","6","G",83,NA,564.4,564.4,84
3.5,"25","30","TRUE","protist","E25NRP","6","H",133,NA,904.4,904.4,84
3.5,"30","30","TRUE","protist","E30HRP","6","I",97,NA,659.6,659.6,84
3.5,"30","25","TRUE","protist","E30NRP","6","J",130,NA,884,884,84
3.5,"25","25","FALSE","protist","HP","7","E",91,NA,618.8,618.8,84
3.5,"25","30","FALSE","protist","NP","7","F",44,NA,299.2,299.2,84
3.5,"25","25","TRUE","protist","E25HRP","7","G",105,NA,714,714,84
3.5,"25","30","TRUE","protist","E25NRP","7","H",225,NA,1530,1530,84
3.5,"30","30","TRUE","protist","E30HRP","7","I",104,NA,707.2,707.2,84
3.5,"30","25","TRUE","protist","E30NRP","7","J",99,NA,673.2,673.2,84
3.5,"25","25","FALSE","protist","HP","8","E",96,NA,652.8,652.8,84
3.5,"25","30","FALSE","protist","NP","8","F",187,NA,1271.6,1271.6,84
3.5,"25","25","TRUE","protist","E25HRP","8","G",122,NA,829.6,829.6,84
3.5,"25","30","TRUE","protist","E25NRP","8","H",162,NA,1101.6,1101.6,84
3.5,"30","30","TRUE","protist","E30HRP","8","I",125,NA,850,850,84
3.5,"30","25","TRUE","protist","E30NRP","8","J",89,NA,605.2,605.2,84
3.5,"25","25","FALSE","protist","HP","9","E",104,NA,707.2,707.2,84
3.5,"25","30","FALSE","protist","NP","9","F",91,NA,618.8,618.8,84
3.5,"25","25","TRUE","protist","E25HRP","9","G",113,NA,768.4,768.4,84
3.5,"25","30","TRUE","protist","E25NRP","9","H",140,NA,952,952,84
3.5,"30","30","TRUE","protist","E30HRP","9","I",106,NA,720.8,720.8,84
3.5,"30","25","TRUE","protist","E30NRP","9","J",113,NA,768.4,768.4,84
3.5,"25","25","FALSE","protist","HP","10","E",97,NA,659.6,659.6,84
3.5,"25","30","FALSE","protist","NP","10","F",88,NA,598.4,598.4,84
3.5,"25","25","TRUE","protist","E25HRP","10","G",95,NA,646,646,84
3.5,"25","30","TRUE","protist","E25NRP","10","H",174,NA,1183.2,1183.2,84
3.5,"30","30","TRUE","protist","E30HRP","10","I",202,NA,1373.6,1373.6,84
3.5,"30","25","TRUE","protist","E30NRP","10","J",100,NA,680,680,84
4.5,"25","25","FALSE","protist","HP","1","E",57,NA,387.6,387.6,108
4.5,"25","30","FALSE","protist","NP","1","F",196,NA,1332.8,1332.8,108
4.5,"25","25","TRUE","protist","E25HRP","1","G",128,NA,870.4,870.4,108
4.5,"25","30","TRUE","protist","E25NRP","1","H",192,NA,1305.6,1305.6,108
4.5,"30","30","TRUE","protist","E30HRP","1","I",154,NA,1047.2,1047.2,108
4.5,"30","25","TRUE","protist","E30NRP","1","J",198,NA,1346.4,1346.4,108
4.5,"25","25","FALSE","protist","HP","2","E",129,NA,877.2,877.2,108
4.5,"25","30","FALSE","protist","NP","2","F",104,NA,707.2,707.2,108
4.5,"25","25","TRUE","protist","E25HRP","2","G",160,NA,1088,1088,108
4.5,"25","30","TRUE","protist","E25NRP","2","H",173,NA,1176.4,1176.4,108
4.5,"30","30","TRUE","protist","E30HRP","2","I",181,NA,1230.8,1230.8,108
4.5,"30","25","TRUE","protist","E30NRP","2","J",135,NA,918,918,108
4.5,"25","25","FALSE","protist","HP","3","E",141,NA,958.8,958.8,108
4.5,"25","30","FALSE","protist","NP","3","F",80,NA,544,544,108
4.5,"25","25","TRUE","protist","E25HRP","3","G",98,NA,666.4,666.4,108
4.5,"25","30","TRUE","protist","E25NRP","3","H",153,NA,1040.4,1040.4,108
4.5,"30","30","TRUE","protist","E30HRP","3","I",97,NA,659.6,659.6,108
4.5,"30","25","TRUE","protist","E30NRP","3","J",66,NA,448.8,448.8,108
4.5,"25","25","FALSE","protist","HP","4","E",140,NA,952,952,108
4.5,"25","30","FALSE","protist","NP","4","F",140,NA,952,952,108
4.5,"25","25","TRUE","protist","E25HRP","4","G",62,NA,421.6,421.6,108
4.5,"25","30","TRUE","protist","E25NRP","4","H",193,NA,1312.4,1312.4,108
4.5,"30","30","TRUE","protist","E30HRP","4","I",101,NA,686.8,686.8,108
4.5,"30","25","TRUE","protist","E30NRP","4","J",41,NA,278.8,278.8,108
4.5,"25","25","FALSE","protist","HP","5","E",85,NA,578,578,108
4.5,"25","30","FALSE","protist","NP","5","F",111,NA,754.8,754.8,108
4.5,"25","25","TRUE","protist","E25HRP","5","G",55,NA,374,374,108
4.5,"25","30","TRUE","protist","E25NRP","5","H",110,NA,748,748,108
4.5,"30","30","TRUE","protist","E30HRP","5","I",115,NA,782,782,108
4.5,"30","25","TRUE","protist","E30NRP","5","J",63,NA,428.4,428.4,108
4.5,"25","25","FALSE","protist","HP","6","E",137,NA,931.6,931.6,108
4.5,"25","30","FALSE","protist","NP","6","F",180,NA,1224,1224,108
4.5,"25","25","TRUE","protist","E25HRP","6","G",87,NA,591.6,591.6,108
4.5,"25","30","TRUE","protist","E25NRP","6","H",102,NA,693.6,693.6,108
4.5,"30","30","TRUE","protist","E30HRP","6","I",213,NA,1448.4,1448.4,108
4.5,"30","25","TRUE","protist","E30NRP","6","J",134,NA,911.2,911.2,108
4.5,"25","25","FALSE","protist","HP","7","E",134,NA,911.2,911.2,108
4.5,"25","30","FALSE","protist","NP","7","F",149,NA,1013.2,1013.2,108
4.5,"25","25","TRUE","protist","E25HRP","7","G",109,NA,741.2,741.2,108
4.5,"25","30","TRUE","protist","E25NRP","7","H",180,NA,1224,1224,108
4.5,"30","30","TRUE","protist","E30HRP","7","I",98,NA,666.4,666.4,108
4.5,"30","25","TRUE","protist","E30NRP","7","J",149,NA,1013.2,1013.2,108
4.5,"25","25","FALSE","protist","HP","8","E",74,NA,503.2,503.2,108
4.5,"25","30","FALSE","protist","NP","8","F",135,NA,918,918,108
4.5,"25","25","TRUE","protist","E25HRP","8","G",146,NA,992.8,992.8,108
4.5,"25","30","TRUE","protist","E25NRP","8","H",166,NA,1128.8,1128.8,108
4.5,"30","30","TRUE","protist","E30HRP","8","I",133,NA,904.4,904.4,108
4.5,"30","25","TRUE","protist","E30NRP","8","J",97,NA,659.6,659.6,108
4.5,"25","25","FALSE","protist","HP","9","E",235,NA,1598,1598,108
4.5,"25","30","FALSE","protist","NP","9","F",137,NA,931.6,931.6,108
4.5,"25","25","TRUE","protist","E25HRP","9","G",78,NA,530.4,530.4,108
4.5,"25","30","TRUE","protist","E25NRP","9","H",114,NA,775.2,775.2,108
4.5,"30","30","TRUE","protist","E30HRP","9","I",123,NA,836.4,836.4,108
4.5,"30","25","TRUE","protist","E30NRP","9","J",73,NA,496.4,496.4,108
4.5,"25","25","FALSE","protist","HP","10","E",100,NA,680,680,108
4.5,"25","30","FALSE","protist","NP","10","F",115,NA,782,782,108
4.5,"25","25","TRUE","protist","E25HRP","10","G",112,NA,761.6,761.6,108
4.5,"25","30","TRUE","protist","E25NRP","10","H",61,NA,414.8,414.8,108
4.5,"30","30","TRUE","protist","E30HRP","10","I",144,NA,979.2,979.2,108
4.5,"30","25","TRUE","protist","E30NRP","10","J",129,NA,877.2,877.2,108
5.5,"25","25","FALSE","protist","HP","1","E",265,NA,1802,1802,132
5.5,"25","30","FALSE","protist","NP","1","F",89,NA,605.2,605.2,132
5.5,"25","25","TRUE","protist","E25HRP","1","G",136,NA,924.8,924.8,132
5.5,"25","30","TRUE","protist","E25NRP","1","H",181,NA,1230.8,1230.8,132
5.5,"30","30","TRUE","protist","E30HRP","1","I",82,NA,557.6,557.6,132
5.5,"30","25","TRUE","protist","E30NRP","1","J",143,NA,972.4,972.4,132
5.5,"25","25","FALSE","protist","HP","2","E",234,NA,1591.2,1591.2,132
5.5,"25","30","FALSE","protist","NP","2","F",124,NA,843.2,843.2,132
5.5,"25","25","TRUE","protist","E25HRP","2","G",98,NA,666.4,666.4,132
5.5,"25","30","TRUE","protist","E25NRP","2","H",73,NA,496.4,496.4,132
5.5,"30","30","TRUE","protist","E30HRP","2","I",104,NA,707.2,707.2,132
5.5,"30","25","TRUE","protist","E30NRP","2","J",149,NA,1013.2,1013.2,132
5.5,"25","25","FALSE","protist","HP","3","E",165,NA,1122,1122,132
5.5,"25","30","FALSE","protist","NP","3","F",106,NA,720.8,720.8,132
5.5,"25","25","TRUE","protist","E25HRP","3","G",71,NA,482.8,482.8,132
5.5,"25","30","TRUE","protist","E25NRP","3","H",119,NA,809.2,809.2,132
5.5,"30","30","TRUE","protist","E30HRP","3","I",92,NA,625.6,625.6,132
5.5,"30","25","TRUE","protist","E30NRP","3","J",83,NA,564.4,564.4,132
5.5,"25","25","FALSE","protist","HP","4","E",215,NA,1462,1462,132
5.5,"25","30","FALSE","protist","NP","4","F",83,NA,564.4,564.4,132
5.5,"25","25","TRUE","protist","E25HRP","4","G",47,NA,319.6,319.6,132
5.5,"25","30","TRUE","protist","E25NRP","4","H",114,NA,775.2,775.2,132
5.5,"30","30","TRUE","protist","E30HRP","4","I",136,NA,924.8,924.8,132
5.5,"30","25","TRUE","protist","E30NRP","4","J",89,NA,605.2,605.2,132
5.5,"25","25","FALSE","protist","HP","5","E",138,NA,938.4,938.4,132
5.5,"25","30","FALSE","protist","NP","5","F",107,NA,727.6,727.6,132
5.5,"25","25","TRUE","protist","E25HRP","5","G",64,NA,435.2,435.2,132
5.5,"25","30","TRUE","protist","E25NRP","5","H",168,NA,1142.4,1142.4,132
5.5,"30","30","TRUE","protist","E30HRP","5","I",165,NA,1122,1122,132
5.5,"30","25","TRUE","protist","E30NRP","5","J",103,NA,700.4,700.4,132
5.5,"25","25","FALSE","protist","HP","6","E",171,NA,1162.8,1162.8,132
5.5,"25","30","FALSE","protist","NP","6","F",126,NA,856.8,856.8,132
5.5,"25","25","TRUE","protist","E25HRP","6","G",96,NA,652.8,652.8,132
5.5,"25","30","TRUE","protist","E25NRP","6","H",141,NA,958.8,958.8,132
5.5,"30","30","TRUE","protist","E30HRP","6","I",120,NA,816,816,132
5.5,"30","25","TRUE","protist","E30NRP","6","J",98,NA,666.4,666.4,132
5.5,"25","25","FALSE","protist","HP","7","E",147,NA,999.6,999.6,132
5.5,"25","30","FALSE","protist","NP","7","F",146,NA,992.8,992.8,132
5.5,"25","25","TRUE","protist","E25HRP","7","G",81,NA,550.8,550.8,132
5.5,"25","30","TRUE","protist","E25NRP","7","H",119,NA,809.2,809.2,132
5.5,"30","30","TRUE","protist","E30HRP","7","I",86,NA,584.8,584.8,132
5.5,"30","25","TRUE","protist","E30NRP","7","J",77,NA,523.6,523.6,132
5.5,"25","25","FALSE","protist","HP","8","E",114,NA,775.2,775.2,132
5.5,"25","30","FALSE","protist","NP","8","F",141,NA,958.8,958.8,132
5.5,"25","25","TRUE","protist","E25HRP","8","G",108,NA,734.4,734.4,132
5.5,"25","30","TRUE","protist","E25NRP","8","H",128,NA,870.4,870.4,132
5.5,"30","30","TRUE","protist","E30HRP","8","I",114,NA,775.2,775.2,132
5.5,"30","25","TRUE","protist","E30NRP","8","J",84,NA,571.2,571.2,132
5.5,"25","25","FALSE","protist","HP","9","E",147,NA,999.6,999.6,132
5.5,"25","30","FALSE","protist","NP","9","F",149,NA,1013.2,1013.2,132
5.5,"25","25","TRUE","protist","E25HRP","9","G",55,NA,374,374,132
5.5,"25","30","TRUE","protist","E25NRP","9","H",174,NA,1183.2,1183.2,132
5.5,"30","30","TRUE","protist","E30HRP","9","I",99,NA,673.2,673.2,132
5.5,"30","25","TRUE","protist","E30NRP","9","J",160,NA,1088,1088,132
5.5,"25","25","FALSE","protist","HP","10","E",146,NA,992.8,992.8,132
5.5,"25","30","FALSE","protist","NP","10","F",149,NA,1013.2,1013.2,132
5.5,"25","25","TRUE","protist","E25HRP","10","G",162,NA,1101.6,1101.6,132
5.5,"25","30","TRUE","protist","E25NRP","10","H",199,NA,1353.2,1353.2,132
5.5,"30","30","TRUE","protist","E30HRP","10","I",122,NA,829.6,829.6,132
5.5,"30","25","TRUE","protist","E30NRP","10","J",161,NA,1094.8,1094.8,132
6.5,"25","25","FALSE","protist","HP","1","E",196,NA,1332.8,1332.8,156
6.5,"25","30","FALSE","protist","NP","1","F",129,NA,877.2,877.2,156
6.5,"25","25","TRUE","protist","E25HRP","1","G",111,NA,754.8,754.8,156
6.5,"25","30","TRUE","protist","E25NRP","1","H",195,NA,1326,1326,156
6.5,"30","30","TRUE","protist","E30HRP","1","I",132,NA,897.6,897.6,156
6.5,"30","25","TRUE","protist","E30NRP","1","J",93,NA,632.4,632.4,156
6.5,"25","25","FALSE","protist","HP","2","E",160,NA,1088,1088,156
6.5,"25","30","FALSE","protist","NP","2","F",124,NA,843.2,843.2,156
6.5,"25","25","TRUE","protist","E25HRP","2","G",119,NA,809.2,809.2,156
6.5,"25","30","TRUE","protist","E25NRP","2","H",146,NA,992.8,992.8,156
6.5,"30","30","TRUE","protist","E30HRP","2","I",143,NA,972.4,972.4,156
6.5,"30","25","TRUE","protist","E30NRP","2","J",119,NA,809.2,809.2,156
6.5,"25","25","FALSE","protist","HP","3","E",188,NA,1278.4,1278.4,156
6.5,"25","30","FALSE","protist","NP","3","F",87,NA,591.6,591.6,156
6.5,"25","25","TRUE","protist","E25HRP","3","G",72,NA,489.6,489.6,156
6.5,"25","30","TRUE","protist","E25NRP","3","H",116,NA,788.8,788.8,156
6.5,"30","30","TRUE","protist","E30HRP","3","I",193,NA,1312.4,1312.4,156
6.5,"30","25","TRUE","protist","E30NRP","3","J",132,NA,897.6,897.6,156
6.5,"25","25","FALSE","protist","HP","4","E",148,NA,1006.4,1006.4,156
6.5,"25","30","FALSE","protist","NP","4","F",141,NA,958.8,958.8,156
6.5,"25","25","TRUE","protist","E25HRP","4","G",116,NA,788.8,788.8,156
6.5,"25","30","TRUE","protist","E25NRP","4","H",112,NA,761.6,761.6,156
6.5,"30","30","TRUE","protist","E30HRP","4","I",124,NA,843.2,843.2,156
6.5,"30","25","TRUE","protist","E30NRP","4","J",77,NA,523.6,523.6,156
6.5,"25","25","FALSE","protist","HP","5","E",77,NA,523.6,523.6,156
6.5,"25","30","FALSE","protist","NP","5","F",67,NA,455.6,455.6,156
6.5,"25","25","TRUE","protist","E25HRP","5","G",121,NA,822.8,822.8,156
6.5,"25","30","TRUE","protist","E25NRP","5","H",135,NA,918,918,156
6.5,"30","30","TRUE","protist","E30HRP","5","I",128,NA,870.4,870.4,156
6.5,"30","25","TRUE","protist","E30NRP","5","J",143,NA,972.4,972.4,156
6.5,"25","25","FALSE","protist","HP","6","E",174,NA,1183.2,1183.2,156
6.5,"25","30","FALSE","protist","NP","6","F",112,NA,761.6,761.6,156
6.5,"25","25","TRUE","protist","E25HRP","6","G",88,NA,598.4,598.4,156
6.5,"25","30","TRUE","protist","E25NRP","6","H",192,NA,1305.6,1305.6,156
6.5,"30","30","TRUE","protist","E30HRP","6","I",106,NA,720.8,720.8,156
6.5,"30","25","TRUE","protist","E30NRP","6","J",102,NA,693.6,693.6,156
6.5,"25","25","FALSE","protist","HP","7","E",76,NA,516.8,516.8,156
6.5,"25","30","FALSE","protist","NP","7","F",52,NA,353.6,353.6,156
6.5,"25","25","TRUE","protist","E25HRP","7","G",78,NA,530.4,530.4,156
6.5,"25","30","TRUE","protist","E25NRP","7","H",127,NA,863.6,863.6,156
6.5,"30","30","TRUE","protist","E30HRP","7","I",84,NA,571.2,571.2,156
6.5,"30","25","TRUE","protist","E30NRP","7","J",89,NA,605.2,605.2,156
6.5,"25","25","FALSE","protist","HP","8","E",138,NA,938.4,938.4,156
6.5,"25","30","FALSE","protist","NP","8","F",54,NA,367.2,367.2,156
6.5,"25","25","TRUE","protist","E25HRP","8","G",96,NA,652.8,652.8,156
6.5,"25","30","TRUE","protist","E25NRP","8","H",123,NA,836.4,836.4,156
6.5,"30","30","TRUE","protist","E30HRP","8","I",88,NA,598.4,598.4,156
6.5,"30","25","TRUE","protist","E30NRP","8","J",105,NA,714,714,156
6.5,"25","25","FALSE","protist","HP","9","E",69,NA,469.2,469.2,156
6.5,"25","30","FALSE","protist","NP","9","F",79,NA,537.2,537.2,156
6.5,"25","25","TRUE","protist","E25HRP","9","G",61,NA,414.8,414.8,156
6.5,"25","30","TRUE","protist","E25NRP","9","H",154,NA,1047.2,1047.2,156
6.5,"30","30","TRUE","protist","E30HRP","9","I",189,NA,1285.2,1285.2,156
6.5,"30","25","TRUE","protist","E30NRP","9","J",58,NA,394.4,394.4,156
6.5,"25","25","FALSE","protist","HP","10","E",120,NA,816,816,156
6.5,"25","30","FALSE","protist","NP","10","F",164,NA,1115.2,1115.2,156
6.5,"25","25","TRUE","protist","E25HRP","10","G",143,NA,972.4,972.4,156
6.5,"25","30","TRUE","protist","E25NRP","10","H",108,NA,734.4,734.4,156
6.5,"30","30","TRUE","protist","E30HRP","10","I",238,NA,1618.4,1618.4,156
6.5,"30","25","TRUE","protist","E30NRP","10","J",120,NA,816,816,156
7.5,"25","25","FALSE","protist","HP","1","E",229,NA,1557.2,1557.2,180
7.5,"25","30","FALSE","protist","NP","1","F",312,NA,2121.6,2121.6,180
7.5,"25","25","TRUE","protist","E25HRP","1","G",102,NA,693.6,693.6,180
7.5,"25","30","TRUE","protist","E25NRP","1","H",145,NA,986,986,180
7.5,"30","30","TRUE","protist","E30HRP","1","I",211,NA,1434.8,1434.8,180
7.5,"30","25","TRUE","protist","E30NRP","1","J",173,NA,1176.4,1176.4,180
7.5,"25","25","FALSE","protist","HP","2","E",210,NA,1428,1428,180
7.5,"25","30","FALSE","protist","NP","2","F",143,NA,972.4,972.4,180
7.5,"25","25","TRUE","protist","E25HRP","2","G",152,NA,1033.6,1033.6,180
7.5,"25","30","TRUE","protist","E25NRP","2","H",150,NA,1020,1020,180
7.5,"30","30","TRUE","protist","E30HRP","2","I",102,NA,693.6,693.6,180
7.5,"30","25","TRUE","protist","E30NRP","2","J",157,NA,1067.6,1067.6,180
7.5,"25","25","FALSE","protist","HP","3","E",154,NA,1047.2,1047.2,180
7.5,"25","30","FALSE","protist","NP","3","F",131,NA,890.8,890.8,180
7.5,"25","25","TRUE","protist","E25HRP","3","G",113,NA,768.4,768.4,180
7.5,"25","30","TRUE","protist","E25NRP","3","H",108,NA,734.4,734.4,180
7.5,"30","30","TRUE","protist","E30HRP","3","I",139,NA,945.2,945.2,180
7.5,"30","25","TRUE","protist","E30NRP","3","J",69,NA,469.2,469.2,180
7.5,"25","25","FALSE","protist","HP","4","E",112,NA,761.6,761.6,180
7.5,"25","30","FALSE","protist","NP","4","F",151,NA,1026.8,1026.8,180
7.5,"25","25","TRUE","protist","E25HRP","4","G",94,NA,639.2,639.2,180
7.5,"25","30","TRUE","protist","E25NRP","4","H",122,NA,829.6,829.6,180
7.5,"30","30","TRUE","protist","E30HRP","4","I",119,NA,809.2,809.2,180
7.5,"30","25","TRUE","protist","E30NRP","4","J",134,NA,911.2,911.2,180
7.5,"25","25","FALSE","protist","HP","5","E",136,NA,924.8,924.8,180
7.5,"25","30","FALSE","protist","NP","5","F",99,NA,673.2,673.2,180
7.5,"25","25","TRUE","protist","E25HRP","5","G",90,NA,612,612,180
7.5,"25","30","TRUE","protist","E25NRP","5","H",177,NA,1203.6,1203.6,180
7.5,"30","30","TRUE","protist","E30HRP","5","I",156,NA,1060.8,1060.8,180
7.5,"30","25","TRUE","protist","E30NRP","5","J",135,NA,918,918,180
7.5,"25","25","FALSE","protist","HP","6","E",185,NA,1258,1258,180
7.5,"25","30","FALSE","protist","NP","6","F",117,NA,795.6,795.6,180
7.5,"25","25","TRUE","protist","E25HRP","6","G",119,NA,809.2,809.2,180
7.5,"25","30","TRUE","protist","E25NRP","6","H",93,NA,632.4,632.4,180
7.5,"30","30","TRUE","protist","E30HRP","6","I",97,NA,659.6,659.6,180
7.5,"30","25","TRUE","protist","E30NRP","6","J",99,NA,673.2,673.2,180
7.5,"25","25","FALSE","protist","HP","7","E",121,NA,822.8,822.8,180
7.5,"25","30","FALSE","protist","NP","7","F",120,NA,816,816,180
7.5,"25","25","TRUE","protist","E25HRP","7","G",98,NA,666.4,666.4,180
7.5,"25","30","TRUE","protist","E25NRP","7","H",125,NA,850,850,180
7.5,"30","30","TRUE","protist","E30HRP","7","I",100,NA,680,680,180
7.5,"30","25","TRUE","protist","E30NRP","7","J",42,NA,285.6,285.6,180
7.5,"25","25","FALSE","protist","HP","8","E",124,NA,843.2,843.2,180
7.5,"25","30","FALSE","protist","NP","8","F",95,NA,646,646,180
7.5,"25","25","TRUE","protist","E25HRP","8","G",105,NA,714,714,180
7.5,"25","30","TRUE","protist","E25NRP","8","H",109,NA,741.2,741.2,180
7.5,"30","30","TRUE","protist","E30HRP","8","I",121,NA,822.8,822.8,180
7.5,"30","25","TRUE","protist","E30NRP","8","J",125,NA,850,850,180
7.5,"25","25","FALSE","protist","HP","9","E",167,NA,1135.6,1135.6,180
7.5,"25","30","FALSE","protist","NP","9","F",101,NA,686.8,686.8,180
7.5,"25","25","TRUE","protist","E25HRP","9","G",58,NA,394.4,394.4,180
7.5,"25","30","TRUE","protist","E25NRP","9","H",105,NA,714,714,180
7.5,"30","30","TRUE","protist","E30HRP","9","I",129,NA,877.2,877.2,180
7.5,"30","25","TRUE","protist","E30NRP","9","J",108,NA,734.4,734.4,180
7.5,"25","25","FALSE","protist","HP","10","E",183,NA,1244.4,1244.4,180
7.5,"25","30","FALSE","protist","NP","10","F",111,NA,754.8,754.8,180
7.5,"25","25","TRUE","protist","E25HRP","10","G",168,NA,1142.4,1142.4,180
7.5,"25","30","TRUE","protist","E25NRP","10","H",125,NA,850,850,180
7.5,"30","30","TRUE","protist","E30HRP","10","I",201,NA,1366.8,1366.8,180
7.5,"30","25","TRUE","protist","E30NRP","10","J",100,NA,680,680,180
8.5,"25","25","FALSE","protist","HP","1","E",229,NA,1557.2,1557.2,204
8.5,"25","30","FALSE","protist","NP","1","F",162,NA,1101.6,1101.6,204
8.5,"25","25","TRUE","protist","E25HRP","1","G",88,NA,598.4,598.4,204
8.5,"25","30","TRUE","protist","E25NRP","1","H",141,NA,958.8,958.8,204
8.5,"30","30","TRUE","protist","E30HRP","1","I",133,NA,904.4,904.4,204
8.5,"30","25","TRUE","protist","E30NRP","1","J",98,NA,666.4,666.4,204
8.5,"25","25","FALSE","protist","HP","2","E",239,NA,1625.2,1625.2,204
8.5,"25","30","FALSE","protist","NP","2","F",65,NA,442,442,204
8.5,"25","25","TRUE","protist","E25HRP","2","G",170,NA,1156,1156,204
8.5,"25","30","TRUE","protist","E25NRP","2","H",132,NA,897.6,897.6,204
8.5,"30","30","TRUE","protist","E30HRP","2","I",160,NA,1088,1088,204
8.5,"30","25","TRUE","protist","E30NRP","2","J",115,NA,782,782,204
8.5,"25","25","FALSE","protist","HP","3","E",182,NA,1237.6,1237.6,204
8.5,"25","30","FALSE","protist","NP","3","F",51,NA,346.8,346.8,204
8.5,"25","25","TRUE","protist","E25HRP","3","G",80,NA,544,544,204
8.5,"25","30","TRUE","protist","E25NRP","3","H",76,NA,516.8,516.8,204
8.5,"30","30","TRUE","protist","E30HRP","3","I",108,NA,734.4,734.4,204
8.5,"30","25","TRUE","protist","E30NRP","3","J",82,NA,557.6,557.6,204
8.5,"25","25","FALSE","protist","HP","4","E",84,NA,571.2,571.2,204
8.5,"25","30","FALSE","protist","NP","4","F",60,NA,408,408,204
8.5,"25","25","TRUE","protist","E25HRP","4","G",67,NA,455.6,455.6,204
8.5,"25","30","TRUE","protist","E25NRP","4","H",80,NA,544,544,204
8.5,"30","30","TRUE","protist","E30HRP","4","I",72,NA,489.6,489.6,204
8.5,"30","25","TRUE","protist","E30NRP","4","J",89,NA,605.2,605.2,204
8.5,"25","25","FALSE","protist","HP","5","E",148,NA,1006.4,1006.4,204
8.5,"25","30","FALSE","protist","NP","5","F",71,NA,482.8,482.8,204
8.5,"25","25","TRUE","protist","E25HRP","5","G",84,NA,571.2,571.2,204
8.5,"25","30","TRUE","protist","E25NRP","5","H",115,NA,782,782,204
8.5,"30","30","TRUE","protist","E30HRP","5","I",97,NA,659.6,659.6,204
8.5,"30","25","TRUE","protist","E30NRP","5","J",53,NA,360.4,360.4,204
8.5,"25","25","FALSE","protist","HP","6","E",143,NA,972.4,972.4,204
8.5,"25","30","FALSE","protist","NP","6","F",125,NA,850,850,204
8.5,"25","25","TRUE","protist","E25HRP","6","G",114,NA,775.2,775.2,204
8.5,"25","30","TRUE","protist","E25NRP","6","H",190,NA,1292,1292,204
8.5,"30","30","TRUE","protist","E30HRP","6","I",108,NA,734.4,734.4,204
8.5,"30","25","TRUE","protist","E30NRP","6","J",119,NA,809.2,809.2,204
