"n_fits","n_converged","mean_r2_log","min_r2_log","max_r2_log","mean_r2_count","min_r2_count","n_r_at_bound","n_alpha_at_bound","n_SEs_available"
60,60,0.829065146299193,0.292747170392957,0.963209209281855,0.457928406933897,0.0244915924552277,0,0,0
