Site,Leaf,Clone,Treatment,ID,Day,Count
Crystal,3,8,25C,C36_74_1,3,0
Crystal,3,8,25C,C36_74_2,3,1
Crystal,3,8,25C,C36_74_3,3,1
Crystal,3,8,30C,C36_74_4,3,1
Crystal,3,8,30C,C36_74_5,3,0
Crystal,3,8,30C,C36_74_6,3,0
Pleaphase,4,9,25C,P36_39_1,3,1
Pleaphase,4,9,25C,P36_39_2,3,0
Pleaphase,4,9,25C,P36_39_3,3,0
Pleaphase,4,9,30C,P36_39_4,3,1
Pleaphase,4,9,30C,P36_39_5,3,0
Pleaphase,4,9,30C,P36_39_6,3,0
Pleaphase,4,10,25C,P36_40_1,3,0
Pleaphase,4,10,25C,P36_40_2,3,0
Pleaphase,4,10,25C,P36_40_3,3,1
Pleaphase,4,10,30C,P36_40_4,3,0
Pleaphase,4,10,30C,P36_40_5,3,0
Pleaphase,4,10,30C,P36_40_6,3,0
Pleaphase,4,11,25C,P36_42_1,3,0
Pleaphase,4,11,25C,P36_42_2,3,0
Pleaphase,4,11,25C,P36_42_3,3,1
Pleaphase,4,11,30C,P36_42_4,3,0
Pleaphase,4,11,30C,P36_42_5,3,0
Pleaphase,4,11,30C,P36_42_6,3,0
Pleaphase,5,12,25C,P24_75_1,3,0
Pleaphase,5,12,25C,P24_75_2,3,0
Pleaphase,5,12,25C,P24_75_3,3,2
Pleaphase,5,12,30C,P24_75_4,3,0
Pleaphase,5,12,30C,P24_75_5,3,0
Pleaphase,5,12,30C,P24_75_6,3,0
Pleaphase,5,13,25C,P24_26_1,3,0
Pleaphase,5,13,25C,P24_26_2,3,0
Pleaphase,5,13,25C,P24_26_3,3,0
Pleaphase,5,13,30C,P24_26_4,3,0
Pleaphase,5,13,30C,P24_26_5,3,1
Pleaphase,5,13,30C,P24_26_6,3,1
Pleaphase,5,14,25C,P24_25_1,3,0
Pleaphase,5,14,25C,P24_25_2,3,1
Pleaphase,5,14,25C,P24_25_3,3,1
Pleaphase,5,14,30C,P24_25_4,3,5
Pleaphase,5,14,30C,P24_25_5,3,2
Pleaphase,5,14,30C,P24_25_6,3,2
Pleaphase,6,15,25C,P3_35_1,3,1
Pleaphase,6,15,25C,P3_35_2,3,1
Pleaphase,6,15,25C,P3_35_3,3,0
Pleaphase,6,15,30C,P3_35_4,3,0
Pleaphase,6,15,30C,P3_35_5,3,0
Pleaphase,6,15,30C,P3_35_6,3,1
Pleaphase,6,16,25C,P3_36_1,3,1
Pleaphase,6,16,25C,P3_36_2,3,0
Pleaphase,6,16,25C,P3_36_3,3,0
Pleaphase,6,16,30C,P3_36_4,3,1
Pleaphase,6,16,30C,P3_36_5,3,2
Pleaphase,6,16,30C,P3_36_6,3,0
Pleaphase,6,17,25C,P3_37_1,3,0
Pleaphase,6,17,25C,P3_37_2,3,1
Pleaphase,6,17,25C,P3_37_3,3,0
Pleaphase,6,17,30C,P3_37_4,3,0
Pleaphase,6,17,30C,P3_37_5,3,0
Pleaphase,6,17,30C,P3_37_6,3,1
Crystal,1,1,25C,C23_1_1,6,3
Crystal,1,1,25C,C23_1_2,6,0
Crystal,1,1,25C,C23_1_3,6,0
Crystal,1,1,30C,C23_1_4,6,0
Crystal,1,1,30C,C23_1_5,6,1
Crystal,1,1,30C,C23_1_6,6,0
Crystal,1,2,25C,C23_2_1,6,4
Crystal,1,2,25C,C23_2_2,6,2
Crystal,1,2,25C,C23_2_3,6,1
Crystal,1,2,30C,C23_2_4,6,2
Crystal,1,2,30C,C23_2_5,6,7
Crystal,1,2,30C,C23_2_6,6,0
Crystal,2,3,25C,C7_17_1,6,3
Crystal,2,3,25C,C7_17_2,6,5
Crystal,2,3,25C,C7_17_3,6,3
Crystal,2,3,30C,C7_17_4,6,2
Crystal,2,3,30C,C7_17_5,6,1
Crystal,2,3,30C,C7_17_6,6,3
Crystal,2,4,25C,C7_18_1,6,2
Crystal,2,4,25C,C7_18_2,6,1
Crystal,2,4,25C,C7_18_3,6,2
Crystal,2,4,30C,C7_18_4,6,8
Crystal,2,4,30C,C7_18_5,6,5
Crystal,2,4,30C,C7_18_6,6,4
Crystal,2,5,25C,C7_19_1,6,1
Crystal,2,5,25C,C7_19_2,6,0
Crystal,2,5,25C,C7_19_3,6,3
Crystal,2,5,30C,C7_19_4,6,2
Crystal,2,5,30C,C7_19_5,6,3
Crystal,2,5,30C,C7_19_6,6,6
Crystal,3,6,25C,C36_72_1,6,1
Crystal,3,6,25C,C36_72_2,6,2
Crystal,3,6,25C,C36_72_3,6,0
Crystal,3,6,30C,C36_72_4,6,3
Crystal,3,6,30C,C36_72_5,6,1
Crystal,3,6,30C,C36_72_6,6,3
Crystal,3,7,25C,C36_73_1,6,0
Crystal,3,7,25C,C36_73_2,6,2
Crystal,3,7,25C,C36_73_3,6,1
Crystal,3,7,30C,C36_73_4,6,0
Crystal,3,7,30C,C36_73_5,6,1
Crystal,3,7,30C,C36_73_6,6,0
Crystal,3,8,25C,C36_74_1,6,2
Crystal,3,8,25C,C36_74_2,6,0
Crystal,3,8,25C,C36_74_3,6,0
Crystal,3,8,30C,C36_74_4,6,6
Crystal,3,8,30C,C36_74_5,6,9
Crystal,3,8,30C,C36_74_6,6,2
Pleaphase,4,9,25C,P36_39_1,6,4
Pleaphase,4,9,25C,P36_39_2,6,1
Pleaphase,4,9,25C,P36_39_3,6,0
Pleaphase,4,9,30C,P36_39_4,6,2
Pleaphase,4,9,30C,P36_39_5,6,4
Pleaphase,4,9,30C,P36_39_6,6,5
Pleaphase,4,10,25C,P36_40_1,6,0
Pleaphase,4,10,25C,P36_40_2,6,0
Pleaphase,4,10,25C,P36_40_3,6,4
Pleaphase,4,10,30C,P36_40_4,6,1
Pleaphase,4,10,30C,P36_40_5,6,1
Pleaphase,4,10,30C,P36_40_6,6,2
Pleaphase,4,11,25C,P36_42_1,6,2
Pleaphase,4,11,25C,P36_42_2,6,0
Pleaphase,4,11,25C,P36_42_3,6,1
Pleaphase,4,11,30C,P36_42_4,6,0
Pleaphase,4,11,30C,P36_42_5,6,2
Pleaphase,4,11,30C,P36_42_6,6,8
Pleaphase,5,12,25C,P24_75_1,6,6
Pleaphase,5,12,25C,P24_75_2,6,1
Pleaphase,5,12,25C,P24_75_3,6,4
Pleaphase,5,12,30C,P24_75_4,6,4
Pleaphase,5,12,30C,P24_75_5,6,2
Pleaphase,5,12,30C,P24_75_6,6,2
Pleaphase,5,13,25C,P24_26_1,6,5
Pleaphase,5,13,25C,P24_26_2,6,1
Pleaphase,5,13,25C,P24_26_3,6,2
Pleaphase,5,13,30C,P24_26_4,6,9
Pleaphase,5,13,30C,P24_26_5,6,6
Pleaphase,5,13,30C,P24_26_6,6,2
Pleaphase,5,14,25C,P24_25_1,6,2
Pleaphase,5,14,25C,P24_25_2,6,1
Pleaphase,5,14,25C,P24_25_3,6,2
Pleaphase,5,14,30C,P24_25_4,6,11
Pleaphase,5,14,30C,P24_25_5,6,8
Pleaphase,5,14,30C,P24_25_6,6,11
Pleaphase,6,15,25C,P3_35_1,6,0
Pleaphase,6,15,25C,P3_35_2,6,0
Pleaphase,6,15,25C,P3_35_3,6,0
Pleaphase,6,15,30C,P3_35_4,6,4
Pleaphase,6,15,30C,P3_35_5,6,4
Pleaphase,6,15,30C,P3_35_6,6,6
Pleaphase,6,16,25C,P3_36_1,6,0
Pleaphase,6,16,25C,P3_36_2,6,1
Pleaphase,6,16,25C,P3_36_3,6,0
Pleaphase,6,16,30C,P3_36_4,6,9
Pleaphase,6,16,30C,P3_36_5,6,9
Pleaphase,6,16,30C,P3_36_6,6,10
Pleaphase,6,17,25C,P3_37_1,6,2
Pleaphase,6,17,25C,P3_37_2,6,0
Pleaphase,6,17,25C,P3_37_3,6,0
Pleaphase,6,17,30C,P3_37_4,6,4
Pleaphase,6,17,30C,P3_37_5,6,4
Pleaphase,6,17,30C,P3_37_6,6,2
Crystal,1,1,25C,C23_1_1,9,5
Crystal,1,1,25C,C23_1_2,9,4
Crystal,1,1,25C,C23_1_3,9,0
Crystal,1,1,30C,C23_1_4,9,8
Crystal,1,1,30C,C23_1_5,9,16
Crystal,1,1,30C,C23_1_6,9,4
Crystal,1,2,25C,C23_2_1,9,2
Crystal,1,2,25C,C23_2_2,9,3
Crystal,1,2,25C,C23_2_3,9,6
Crystal,1,2,30C,C23_2_4,9,4
Crystal,1,2,30C,C23_2_5,9,12
Crystal,1,2,30C,C23_2_6,9,13
Crystal,2,3,25C,C7_17_1,9,7
Crystal,2,3,25C,C7_17_2,9,8
Crystal,2,3,25C,C7_17_3,9,3
Crystal,2,3,30C,C7_17_4,9,12
Crystal,2,3,30C,C7_17_5,9,11
Crystal,2,3,30C,C7_17_6,9,15
Crystal,2,4,25C,C7_18_1,9,2
Crystal,2,4,25C,C7_18_2,9,3
Crystal,2,4,25C,C7_18_3,9,3
Crystal,2,4,30C,C7_18_4,9,18
Crystal,2,4,30C,C7_18_5,9,4
Crystal,2,4,30C,C7_18_6,9,10
Crystal,2,5,25C,C7_19_1,9,3
Crystal,2,5,25C,C7_19_2,9,4
Crystal,2,5,25C,C7_19_3,9,4
Crystal,2,5,30C,C7_19_4,9,5
Crystal,2,5,30C,C7_19_5,9,12
Crystal,2,5,30C,C7_19_6,9,20
Crystal,3,6,25C,C36_72_1,9,6
Crystal,3,6,25C,C36_72_2,9,1
Crystal,3,6,25C,C36_72_3,9,4
Crystal,3,6,30C,C36_72_4,9,9
Crystal,3,6,30C,C36_72_5,9,13
Crystal,3,6,30C,C36_72_6,9,12
Crystal,3,7,25C,C36_73_1,9,0
Crystal,3,7,25C,C36_73_2,9,1
Crystal,3,7,25C,C36_73_3,9,1
Crystal,3,7,30C,C36_73_4,9,0
Crystal,3,7,30C,C36_73_5,9,0
Crystal,3,7,30C,C36_73_6,9,2
Crystal,3,8,25C,C36_74_1,9,1
Crystal,3,8,25C,C36_74_2,9,11
Crystal,3,8,25C,C36_74_3,9,4
Crystal,3,8,30C,C36_74_4,9,5
Crystal,3,8,30C,C36_74_5,9,21
Crystal,3,8,30C,C36_74_6,9,27
Pleaphase,4,9,25C,P36_39_1,9,2
Pleaphase,4,9,25C,P36_39_2,9,8
Pleaphase,4,9,25C,P36_39_3,9,2
Pleaphase,4,9,30C,P36_39_4,9,8
Pleaphase,4,9,30C,P36_39_5,9,16
Pleaphase,4,9,30C,P36_39_6,9,14
Pleaphase,4,10,25C,P36_40_1,9,1
Pleaphase,4,10,25C,P36_40_2,9,4
Pleaphase,4,10,25C,P36_40_3,9,2
Pleaphase,4,10,30C,P36_40_4,9,14
Pleaphase,4,10,30C,P36_40_5,9,5
Pleaphase,4,10,30C,P36_40_6,9,16
Pleaphase,4,11,25C,P36_42_1,9,2
Pleaphase,4,11,25C,P36_42_2,9,1
Pleaphase,4,11,25C,P36_42_3,9,0
Pleaphase,4,11,30C,P36_42_4,9,6
Pleaphase,4,11,30C,P36_42_5,9,9
Pleaphase,4,11,30C,P36_42_6,9,18
Pleaphase,5,12,25C,P24_75_1,9,14
Pleaphase,5,12,25C,P24_75_2,9,8
Pleaphase,5,12,25C,P24_75_3,9,2
Pleaphase,5,12,30C,P24_75_4,9,24
Pleaphase,5,12,30C,P24_75_5,9,11
Pleaphase,5,12,30C,P24_75_6,9,20
Pleaphase,5,13,25C,P24_26_1,9,2
Pleaphase,5,13,25C,P24_26_2,9,9
